idx,category,cd_l1,gt_b0,pred_b0,gt_b1,pred_b1,w2_h0,w2_h1,w1_h0,bd_h0,bd_h1,n_gt_h0,n_pred_h0,n_gt_h1,n_pred_h1,topo_error
278,chair,5.105673335492611,1,1,0,0,0.0004931789935555516,0.0020855611290277734,0.005115444442443957,0.00019025745775120076,0.0010047693623265776,256,256,710,726,0.002578740122583325
279,chair,6.685962434858084,1,1,0,0,0.0008880412185097832,0.002357871505166821,0.013989344575064872,8.435251640084504e-05,0.0009300063382960662,256,256,625,716,0.003245912723676604
280,chair,5.63350785523653,1,1,0,0,0.00040529571455014124,0.004322177591796147,0.005615632671935236,0.00010661047956966874,0.0028367257955105862,256,256,528,507,0.004727473306346288
281,chair,8.920697495341301,1,1,0,0,0.0009545856529102863,0.0030429782244168783,0.013892280413198815,0.0003259208894125648,0.0005116932118333421,256,256,770,798,0.003997563877327165
282,chair,5.712832789868116,1,1,0,0,0.0006848234221111786,0.0020855532948898174,0.00565599079626215,0.00039030987420030083,0.0010429645354572204,256,256,602,625,0.002770376717000996
283,chair,7.861830294132233,1,1,0,0,0.0015937736195310924,0.0023652462333171196,0.025090192377571662,0.00019677128236601413,0.0004604074151630666,256,256,686,796,0.003959019852848212
284,chair,7.629656698554754,1,1,0,0,0.00035123436167196974,0.0015442886846427626,0.00487818298348516,4.8174723915629485e-05,0.0002821167621128041,256,256,749,798,0.0018955230463147323
285,chair,6.692140828818083,1,1,0,0,0.0011488382402644875,0.002678986926876512,0.01586213087720506,0.00043575174312310283,0.001326240257719529,256,256,638,691,0.003827825167141
286,chair,7.09695415571332,1,1,0,0,0.0007735969959738939,0.004630422923413575,0.011756323672294976,0.00013136498678748,0.004048452676195492,256,256,490,535,0.005404019919387469
287,chair,11.587167158722878,1,1,0,0,0.0037287854493626964,0.005228277942608664,0.05855196515076955,0.0004341092112588327,0.0007031170679519154,256,256,629,788,0.00895706339197136
288,chair,7.347613573074341,1,1,0,0,0.0005423888453678015,0.0018024721040199331,0.004364305116814483,0.0004007139208810906,0.0007263965874242782,256,256,622,629,0.0023448609493877345
289,chair,6.052464246749878,1,1,0,0,0.0005857197696294829,0.002134992017190493,0.006485175113004128,0.0002050201848189867,0.0004903574838655277,256,256,742,733,0.002720711786819976
290,chair,6.406974047422409,1,1,0,0,0.0005852363855316965,0.0030777019936170246,0.005805355728243961,0.00016842048432147427,0.0013782460227346677,256,256,563,574,0.0036629383791487212
291,chair,4.894763231277466,1,1,0,0,0.00041040132764369745,0.0006125250299557986,0.003812298060689,0.00018967802425619296,0.00024556637457345815,256,256,610,629,0.001022926357599496
292,chair,3.8226270116865635,1,1,0,0,0.0005651131881911304,0.001680178883799153,0.00826897100686314,9.166499079730963e-05,0.0009915964495992788,256,256,395,434,0.0022452920719902834
293,chair,6.004133261740208,1,1,0,0,0.0012666586658611658,0.0020910770617407494,0.018704895313457027,0.00031562356676917425,0.0005098404394827515,256,256,486,593,0.003357735727601915
294,chair,5.014413967728615,1,1,0,0,0.0009997715610812197,0.0020776563533433834,0.01541425623520542,0.0002381617137352113,0.0007779087849853323,256,256,603,608,0.003077427914424603
295,chair,7.566756568849087,1,1,0,0,0.0005932164352350191,0.001959933793245014,0.008188904809670251,0.00022710845105095023,0.000890658504852689,256,256,707,715,0.002553150228480033
296,chair,7.437903434038162,1,1,0,0,0.00037119422655804537,0.0021907740397176536,0.0034153922025282712,0.0003022316454823204,0.0015829713775464323,256,256,580,548,0.002561968266275699
297,chair,8.254481479525566,1,1,0,0,0.0014208060017720896,0.0020030697915253584,0.020015153410254848,0.00026179236440015963,0.0014240450573989975,256,256,509,394,0.003423875793297448
298,chair,11.205999180674553,1,1,0,0,0.0013325032377673816,0.002778496335023369,0.014333895611731956,0.0005379318468474482,0.0008491128787352755,256,256,790,837,0.00411099957279075
299,chair,4.247755743563175,1,1,0,0,0.0004962885100721281,0.0013296735689301551,0.00669106636998245,0.00026033649089655594,0.0004831720791559565,256,256,720,737,0.0018259620790022832
300,car,6.748311221599579,1,1,0,0,0.0015526647415375755,0.0019769260138782383,0.023896797935051572,0.0003608383477329306,0.00028931381696429637,256,256,632,758,0.003529590755415814
301,car,6.945285014808178,1,1,0,0,0.000885379258600174,0.0019990574426645338,0.013048861020076699,0.00017624314704920894,0.0002798694313044352,256,256,661,768,0.0028844367012647075
302,car,7.024705410003662,1,1,0,0,0.001115141004823222,0.0018719525525126295,0.017496780109133726,9.467124898729969e-05,0.0003027289000657835,256,256,693,791,0.0029870935573358516
303,car,8.943821303546429,1,1,0,0,0.0009007299874527121,0.0021134617641424503,0.0140295297990903,0.00013610526826875278,0.0007453418574631695,256,256,741,803,0.0030141917515951622
304,car,6.749783176928759,1,1,0,0,0.0005169487940146329,0.0012298602857430858,0.00751514760989879,0.00018174904411016662,0.00024732013185638566,256,256,715,819,0.0017468090797577189
305,car,5.667250603437424,1,1,0,0,0.0006536484370438313,0.0014087502836393317,0.008942582056088203,0.0002817440316266193,0.0002961837556162503,256,256,599,662,0.002062398720683163
306,car,5.462383385747671,1,1,0,0,0.0016701984853656174,0.002331444080275632,0.025680247791085707,0.0004809097328244843,0.0004521171723285643,256,256,514,726,0.004001642565641249
307,car,9.863680228590965,1,1,0,0,0.00039084669234242073,0.0014299779998766758,0.004312069946516014,0.00010407528054185008,0.00021002567552274795,256,256,761,813,0.0018208246922190967
308,car,5.929827690124512,1,1,0,0,0.002197147897348814,0.003074898309198692,0.03449379670047028,0.00036872989326287506,0.0006203400718014112,256,256,569,758,0.005272046206547506
309,car,7.458797190338373,1,1,0,0,0.0007619525419764171,0.0017191314352596136,0.009235074738932411,0.0003990792758157705,0.0003552831590470763,256,256,739,787,0.0024810839772360306
310,car,8.842632174491882,1,1,0,0,0.0016853521975595043,0.0023925226057777355,0.024458042298553043,0.0004045673584238544,0.0003816745742455784,256,256,685,839,0.00407787480333724
311,car,7.06093292683363,1,1,0,0,0.0006980165378798912,0.0012241797119160178,0.006139348852732969,0.0005021904851647751,0.00017979199816198154,256,256,788,760,0.001922196249795909
312,car,7.656545843929052,1,1,0,0,0.001529730698691713,0.002137373732098353,0.0230936989570983,0.00044190327195534453,0.0003782354930416771,256,256,675,797,0.003667104430790066
313,car,8.714445866644382,1,1,0,0,0.000437634870610106,0.0013368150802841238,0.005888116026866624,0.00015345796601944073,0.0003365271318895623,256,256,798,849,0.0017744499508942299
314,car,7.72254029288888,1,1,0,0,0.00047904789419118797,0.001497615688695804,0.005757614724024307,0.0001494156100902014,0.00031599557619845035,256,256,752,834,0.001976663582886992
315,car,7.767549715936184,1,1,0,0,0.0003741262841315624,0.0011063220352358484,0.005204215148382033,5.6535202938332724e-05,0.00024367138055317577,256,256,796,816,0.0014804483193674109
316,car,6.630951538681984,1,1,0,0,0.002824654294780841,0.0036226270788461785,0.04354787747544403,0.0004156892937843574,0.00045802194247509474,256,256,569,782,0.006447281373627019
317,car,7.282739505171776,1,1,0,0,0.001968034504855837,0.0024127109265204695,0.03082275347427548,0.0003153260479336062,0.00039186916862048,256,256,667,827,0.004380745431376306
318,car,6.656469777226448,1,1,0,0,0.0011012014959907092,0.0020595644308419162,0.01702769161374379,0.00010169945791120572,0.0003942761867609719,256,256,654,773,0.0031607659268326257
319,car,8.331739343702793,1,1,0,0,0.0006237283520287944,0.0016220705230164958,0.008023467144676746,0.0001918287535700898,0.00029645736882855615,256,256,765,842,0.00224579887504529
320,car,6.899442989379168,1,1,0,0,0.0034672147357131134,0.004289441131302691,0.054818850024281954,0.0005415307298225552,0.0005296295653403935,256,256,552,837,0.007756655867015804
321,car,6.224386859685183,1,1,0,0,0.0033103590288863297,0.0046139219168953105,0.05228151479570421,0.00029726091521777714,0.0006171574861588445,256,256,556,785,0.00792428094578164
322,car,8.027901872992516,1,1,0,0,0.0008850641370629649,0.0022266551415289363,0.013487663621273955,0.00023642792503250631,0.0002704692025384146,256,256,632,804,0.003111719278591901
323,car,7.1226744912564754,1,1,0,0,0.0009670231036570376,0.001267922770606063,0.007961939812375262,0.0008274817155557574,0.00021538080756885406,256,256,750,816,0.0022349458742631006
324,car,8.448083885014057,1,1,0,0,0.0006764575904970875,0.0015839781936890255,0.008880993680191705,0.00021008153812430205,0.00023748730397446733,256,256,780,853,0.002260435784186113
325,car,8.02520476281643,1,1,0,0,0.0012067274000370312,0.002108022163234238,0.018862709473979535,0.00016862819373630097,0.00030066808497908673,256,256,773,828,0.003314749563271269
326,car,5.623887293040752,1,1,0,0,0.002551733545800847,0.0035287917402225793,0.03965194124424999,0.00023350333032891302,0.000445747806443568,256,256,558,773,0.006080525286023426
327,car,7.70530616864562,1,1,0,0,0.000693762796558571,0.0019024716978872436,0.008605084143922845,0.00029611506326965146,0.0008654893407270963,256,256,715,812,0.0025962344944458144
328,car,7.002741098403931,1,1,0,0,0.0006007039220106635,0.0012242941735700911,0.008576908727071803,0.00010708151550640772,0.00023830120047546935,256,256,724,795,0.0018249980955807547
329,car,7.663711905479431,1,1,0,0,0.0002681324988432324,0.0014228678579724248,0.002737821475499079,0.00010963849973548087,0.0002093737336237478,256,256,777,795,0.0016910003568156571
330,car,7.2446707636117935,1,1,0,0,0.0006340062973785263,0.001723885592725449,0.009312764995865645,0.0001569703127274275,0.0003719859314245148,256,256,654,663,0.0023578918901039753
331,car,7.164139300584793,1,1,0,0,0.0017886183323290632,0.0030204719640340573,0.02832354321579827,0.00014675490686719746,0.0007004014777177384,256,256,558,701,0.00480909029636312
332,car,8.783631026744843,1,1,0,0,0.0013715107013962948,0.0020618395050768386,0.02102386748032753,0.00030058038730130143,0.0003312013283129347,256,256,672,858,0.0034333502064731337
333,car,8.98086465895176,1,1,0,0,0.0004017617136693734,0.0017859599200395605,0.004951833656356399,0.00019069380800180655,0.0004545718486950309,256,256,770,800,0.002187721633708934
334,car,7.595387287437916,1,1,0,0,0.0006910411488187183,0.0016350491795210239,0.01008592769550987,0.00022689577265214578,0.00031700084079792825,256,256,746,800,0.002326090328339742
335,car,8.086741901934147,1,1,0,0,0.00042161084421195923,0.0013413426971428197,0.005438561091370301,0.00012189770241489983,0.00046985913943074255,256,256,788,814,0.001762953541354779
336,car,8.97621363401413,1,1,0,0,0.000382415374829113,0.0015354503260904082,0.0038135092638202812,0.00026642854329171693,0.0005963644771950224,256,256,730,768,0.0019178657009195211
337,car,8.291165344417095,1,1,0,0,0.000301429751860784,0.001629630299195756,0.0022886042826589193,0.00019408254781155473,0.0003615180267668803,256,256,769,817,0.0019310600510565401
338,car,6.784940604120493,1,1,0,0,0.0007855205798548541,0.0007741193259142549,0.003556379770279434,0.0007032248602282562,0.00015469508306968201,256,256,725,779,0.0015596399057691088
339,car,7.2885314002633095,1,1,0,0,0.001812649595817251,0.0029193992357121022,0.02834186650629388,0.0003304612259175091,0.00039917565402342904,256,256,606,767,0.004732048831529353
340,car,7.900492288172245,1,1,0,0,0.0024661781319064427,0.0028777372074799317,0.03911949329456303,0.00026879057750157573,0.0004805725879282844,256,256,481,815,0.005343915339386374
341,car,7.718194276094437,1,1,0,0,0.0007146537548737129,0.0018797386292466749,0.010861444883755265,6.100557763026159e-05,0.000934574687534862,256,256,730,811,0.002594392384120388
342,car,7.89880845695734,1,1,0,0,0.001026020622358481,0.0015902874515965272,0.015228862293079803,0.00028255828538126617,0.0002804550531316191,256,256,758,829,0.0026163080739550083
343,car,8.146064355969429,1,1,0,0,0.0005641531736705469,0.0012051237376509746,0.008367438984029236,0.00011645892595613105,0.0003279123573303056,256,256,803,808,0.0017692769113215215
344,car,5.335621070116758,1,1,0,0,0.0023461888870163665,0.0032769220077180825,0.037203027030304064,0.0001830664378024878,0.0005146968499348892,256,256,483,719,0.005623110894734449
345,car,8.791978470981121,1,1,0,0,0.00047255602337857713,0.001792017910822601,0.0069928366512721106,7.704253974695485e-05,0.0005983708236127591,256,256,764,811,0.002264573934201178
346,car,7.186913397163153,1,1,0,0,0.0013423747344707253,0.0018995163633328059,0.021062472974556743,0.00027484344462430144,0.0004368954197976624,256,256,701,754,0.003241891097803531
347,car,8.023589849472046,1,1,0,0,0.0010585068698889637,0.0024974445297007088,0.016059239228683533,0.0001332480731175284,0.00036082855723949944,256,256,743,827,0.0035559513995896725
348,car,8.461130782961845,1,1,0,0,0.0008984266408142527,0.001887115915024639,0.013441521343894671,8.866484188577162e-05,0.0004008107278537474,256,256,741,831,0.0027855425558388916
349,car,6.925877183675766,1,1,0,0,0.00031658339419873464,0.001204409239140866,0.004675047038507961,5.175940763468487e-05,0.00022445400302402484,256,256,741,790,0.0015209926333396007
350,car,10.349657386541367,1,1,0,0,0.0027746207255695925,0.003057052834039809,0.04413606542088332,0.00020876349741440529,0.0004025065930350147,256,256,723,819,0.005831673559609401
351,car,7.259720005095005,1,1,0,0,0.001302224534191892,0.0018881618745862677,0.020491126377090923,0.00018765980307898847,0.0002737805462368764,256,256,674,820,0.0031903864087781597
352,car,9.498508647084236,1,1,0,0,0.0001973662538900922,0.001774562279475674,0.0025574877685358706,5.299431745450474e-05,0.0002697515853247512,256,256,826,840,0.0019719285333657664
353,car,7.7132354490458965,1,1,0,0,0.0007397619759518273,0.0016834933603842941,0.010325582227100845,0.00018581770855258858,0.00041995208867133624,256,256,719,802,0.0024232553363361213
354,car,9.20071266591549,1,1,0,0,0.0022237678455757134,0.0029433211598015488,0.035244055477459985,0.00027752094691154815,0.00035719053887927656,256,256,669,841,0.005167089005377263
355,car,7.320124190300703,1,1,0,0,0.000555370621395765,0.001433112973196501,0.0076786431016985434,7.722058907075335e-05,0.0003198164411088028,256,256,714,826,0.001988483594592266
356,car,8.783801458775997,1,1,0,0,0.0009989576455752941,0.0017185077634813424,0.015527624261645941,8.365349528187838e-05,0.0003769049955047541,256,256,751,811,0.0027174654090566363
357,car,6.895137019455433,1,1,0,0,0.0005052388667610945,0.0012739821625990856,0.005526869980705669,7.601047879064737e-05,0.00027977190447832714,256,256,767,777,0.0017792210293601802
358,car,8.132081478834152,1,1,0,0,0.000286941448576691,0.001547096508858292,0.003496862567303969,0.00011929450764299257,0.00028780863196977514,256,256,780,787,0.001834037957434983
359,car,10.098384693264961,1,1,0,0,0.0016593992677358274,0.0033039131532160014,0.02555731016146352,0.00022054168674668414,0.001216455091459359,256,256,671,698,0.004963312420951829
360,car,7.105539552867413,1,1,0,0,0.0011906531291287488,0.00211691412071345,0.01729671159886196,0.0002592600656431167,0.0006188040688907278,256,256,663,829,0.003307567249842199
361,car,6.548130884766579,1,1,0,0,0.001971975158948737,0.0015890963074664192,0.017597383494932783,0.0016418069854371095,0.0002478673333586823,256,256,687,816,0.0035610714664151564
362,car,7.353237830102444,1,1,0,0,0.0005097585099366928,0.002461338182247717,0.005570998533887548,0.00010757991212971899,0.001891916770509294,256,256,748,789,0.00297109669218441
363,car,8.6349593475461,1,1,0,0,0.0004473566419492645,0.0016780621916437258,0.006501272390491102,8.579519648404393e-05,0.0002919527219145497,256,256,829,832,0.0021254188335929902
364,car,8.046405389904976,1,1,0,0,0.00047749955128294675,0.0013474525787655078,0.005211137549675673,0.00031487517782348776,0.00023308770193946195,256,256,752,807,0.0018249521300484546
365,car,7.462429814040661,1,1,0,0,0.0006239799164800222,0.0011394840329524273,0.008782517129432985,0.0001414167884343613,0.0002603457708417042,256,256,732,784,0.0017634639494324496
366,car,8.201364427804947,1,1,0,0,0.0005696883773846301,0.0016957614026724946,0.004057733659591571,0.0004473673271160475,0.00024309689590385625,256,256,766,764,0.002265449780057125
367,car,8.378224447369576,1,1,0,0,0.001230460060199175,0.0021867755496791227,0.01935725196250859,0.00017752413170464055,0.0005566593682268623,256,256,732,828,0.0034172356098782974
368,car,5.477313883602619,1,1,0,0,0.0008625008328400638,0.0015357077455325245,0.013576274755277503,0.00012001256756448767,0.0002018814763188282,256,256,646,770,0.0023982085783725883
369,car,10.11233776807785,1,1,0,0,0.002160544974077431,0.0027245786531285504,0.03304092893998294,0.0001707157777459771,0.000842304129629004,256,256,768,816,0.0048851236272059815
370,car,7.398754823952913,1,1,0,0,0.00027918453062980103,0.0012740737239834191,0.0038930608382173604,3.870435592960575e-05,0.00031574459855266806,256,256,721,763,0.0015532582546132201
371,car,8.779466152191162,1,1,0,0,0.0013152083402847641,0.001939819524120771,0.020015535594064153,0.0002764220305462306,0.0010838765513874547,256,256,794,810,0.003255027864405535
372,car,7.867307402193546,1,1,0,0,0.0010044427255491747,0.002177626513538132,0.015090201475487387,0.00022760420008450383,0.0008308793543805194,256,256,730,830,0.0031820692390873064
373,car,8.360473439097404,1,1,0,0,0.00024273552033182176,0.0013464001306683615,0.0030031264431908357,6.745298207374347e-05,0.00018838003344219577,256,256,766,791,0.0015891356510001832
374,car,7.783160544931889,1,1,0,0,0.002885715349979186,0.003538937158369992,0.045424592778567086,0.00023488929379962597,0.000415598438447616,256,256,602,817,0.006424652508349178
375,car,8.52388795465231,1,1,0,0,0.0006051768528171303,0.001489208981773582,0.007876267024600446,0.0001991424875451009,0.0002450213152166295,256,256,720,798,0.0020943858345907123
376,car,7.479947060346603,1,1,0,0,0.0007516442347882659,0.0013156466658874053,0.010942172766117808,0.0002577065325252202,0.00022019614834234078,256,256,714,825,0.002067290900675671
377,car,8.231339044868946,1,1,0,0,0.002812097062327462,0.0031307502634547522,0.04470275028443009,0.0003253258065065885,0.0006492782528109254,256,256,582,842,0.005942847325782215
378,car,8.030897937715054,1,1,0,0,0.0010818698962256203,0.0018374410342873772,0.01664645903029798,0.0001719942139238491,0.00038924773386649585,256,256,681,782,0.0029193109305129974
379,car,8.861664682626724,1,1,0,0,0.0008996145161237528,0.001864951213910716,0.013192545872814205,0.00027850897669418734,0.00037313220679154784,256,256,795,819,0.0027645657300344687
380,car,7.680434267967939,1,1,0,0,0.0003439977364199201,0.0014849808631214022,0.004291971640140225,9.355950208243119e-05,0.00033576001843443106,256,256,758,807,0.0018289785995413222
381,car,6.426992826163769,1,1,0,0,0.0005312850105639355,0.0013277832296709558,0.007963668910558375,6.73523979481316e-05,0.0003433002701021524,256,256,719,789,0.0018590682402348912
382,car,8.597234264016151,1,1,0,0,0.002303360988397562,0.0028953657145093783,0.035784429559539505,0.0004432578423482214,0.0003680233290214931,256,256,634,821,0.00519872670290694
383,car,6.526920013129711,1,1,0,0,0.0015798923338760657,0.002533313260938211,0.024752930462157735,0.00019650795100324692,0.0004986854736463947,256,256,614,720,0.004113205594814277
384,car,8.306344971060753,1,1,0,0,0.0008135466735759336,0.0015089867700744113,0.012328942184821771,7.745113749346028e-05,0.0003477968073168714,256,256,790,840,0.0023225334436503446
385,car,6.741665303707123,1,1,0,0,0.002172663778288104,0.0029445738218958077,0.03270902692515963,0.0002962915779881614,0.0005310431538749784,256,256,584,772,0.005117237600183911
386,car,8.072642609477043,1,1,0,0,0.0008805642565340288,0.0014123436993736594,0.012400051171938944,0.0002253306172451024,0.00027864481078084414,256,256,766,798,0.0022929079559076884
387,car,7.557224947959185,1,1,0,0,0.0016325999382156235,0.002498410626616387,0.025423010990681,0.00026977524647974643,0.00036161719114844414,256,256,680,824,0.00413101056483201
388,car,8.01049917936325,1,1,0,0,0.003873581158083645,0.004395561664271433,0.06146711595984859,0.0003753943502333712,0.0007407321282127008,256,256,554,795,0.008269142822355078
389,car,8.625787682831287,1,1,0,0,0.0009249338168802282,0.001763126174899229,0.01443999056634654,8.50184572846217e-05,0.0002914623488819877,256,256,739,817,0.002688059991779457
390,car,8.06279107928276,1,1,0,0,0.0006317801756396137,0.0013266703149661023,0.009927339627215953,6.295594138847147e-05,0.00035872573135091413,256,256,761,844,0.0019584504906057162
391,car,7.636772468686104,1,1,0,0,0.0011339260841945913,0.0023213878928179947,0.01609869502467396,0.00010202697837609354,0.00033697226422631796,256,256,723,765,0.003455313977012586
392,car,9.00031067430973,1,1,0,0,0.0008385838191819664,0.0017526729374272962,0.01231030035404853,0.0001370252268818005,0.00030843178549669505,256,256,739,798,0.0025912567566092623
393,car,6.8508596159517765,1,1,0,0,0.00046490898815390846,0.0016915358784444423,0.0070578440528513775,0.00010483705062675971,0.00038031910591748925,256,256,742,782,0.002156444866598351
394,car,7.200698368251324,1,1,0,0,0.0006137308951580414,0.0012059037909177897,0.008401882934273198,0.00016145199546496736,0.00020022935711445922,256,256,706,778,0.0018196346860758312
395,car,6.533783860504627,1,1,0,0,0.001891776574499951,0.0025153531217817385,0.028494278032624512,0.00018251194728735598,0.0005852390012991426,256,256,591,781,0.0044071296962816895
396,car,6.3566043972969055,1,1,0,0,0.000889366917706039,0.001495946952384129,0.013561682393159873,0.00023345760010353702,0.0005216626267642286,256,256,606,687,0.002385313870090168
397,car,7.284494582563639,1,1,0,0,0.0012779298425802169,0.0018595798468051567,0.020222754936146226,0.00014548167773639916,0.0002017190157210906,256,256,665,787,0.0031375096893853736
398,car,7.508458569645882,1,1,0,0,0.0002607285050359845,0.0013034359507251715,0.003005954698510959,8.29290602639976e-05,0.0002808536269509089,256,256,773,833,0.001564164455761156
399,car,11.029177345335484,1,1,0,0,0.003153926623216789,0.004731238506915648,0.04993819290429248,0.00030121271787685467,0.0006358955484416411,256,256,753,849,0.007885165130132437
400,car,7.874131202697754,1,1,0,0,0.0007252079591572002,0.0011910436322247672,0.010236447577646038,8.540587025777902e-05,0.00032443509241268566,256,256,750,823,0.0019162515913819676
401,car,7.4256365187466145,1,1,0,0,0.0003499143254676878,0.0014446279214489252,0.003742700553972981,0.000158997329859051,0.0003360894956457643,256,256,761,793,0.001794542246916613
402,car,6.202396936714649,1,1,0,0,0.000472573835062759,0.0016473491515052352,0.0055465880131181575,0.0001845021176223524,0.0004548858352292966,256,256,638,655,0.002119922986567994
403,car,7.992850616574287,1,1,0,0,0.0021585839133772423,0.0031529955656300337,0.03378973135023716,0.0002684173704828466,0.0011785331129192942,256,256,627,748,0.005311579479007276
404,car,7.217790465801954,1,1,0,0,0.00031741301147822365,0.0011794408971877238,0.0029130783897968245,0.0001374814528013156,0.0002171230471266091,256,256,748,804,0.0014968539086659474
405,car,5.926206707954407,1,1,0,0,0.0020905922983507083,0.0027186737206562708,0.03261393247673362,0.0003696616742717997,0.0004293877290348098,256,256,587,791,0.0048092660190069796
406,car,7.323228754103184,1,1,0,0,0.001073949710817992,0.001965535461226721,0.016966253955319865,8.331167456327847e-05,0.0005216194825769633,256,256,733,812,0.003039485172044713
407,car,7.508165203034878,1,1,0,0,0.0006423426423863263,0.0014812717053129757,0.0096288482485186,0.00011467023621264654,0.0003732289705621226,256,256,775,807,0.002123614347699302
408,car,5.798147059977055,1,1,0,0,0.002041720535944234,0.0030040479911555653,0.03201164906788306,0.00020062145016025434,0.00036579222175294173,256,256,564,791,0.0050457685270997995
409,car,8.656514808535576,1,1,0,0,0.0007852866456562504,0.0016873344750467712,0.008289279365988285,0.00020497315857267388,0.00037292795355946257,256,256,762,826,0.0024726211207030217
410,car,8.126132190227509,1,1,0,0,0.0004228012619053352,0.001278382589674248,0.0037805352137131164,0.00016141391397182184,0.0002361252295934972,256,256,822,817,0.001701183851579583
411,car,7.183745037764311,1,1,0,0,0.0008913330982023965,0.0014515791065579735,0.01346065428426746,9.867576896950558e-05,0.0003126022606735599,256,256,739,825,0.00234291220476037
412,car,7.267479784786701,1,1,0,0,0.0008241374699220211,0.0011615817814173805,0.011369431241194296,0.0002192113212134664,0.0002702312680540591,256,256,761,791,0.0019857192513394015
413,car,8.021467365324497,1,1,0,0,0.00044028614713110723,0.0018576783279833638,0.006306436743532242,8.000087082275092e-05,0.00042743456052026646,256,256,748,786,0.0022979644751144708
414,car,8.279429748654366,1,1,0,0,0.00038364826580233397,0.0014283676332981687,0.004202026814815511,0.0002417102537733834,0.0005286025801314043,256,256,803,818,0.0018120158991005028
415,car,6.056963000446558,1,1,0,0,0.0016743555502682045,0.0016105048759573846,0.013296373705779622,0.0014462927386484428,0.0006906945200792335,256,256,589,667,0.0032848604262255892
416,car,7.48576782643795,1,1,0,0,0.0005493552524542049,0.0015660163659232088,0.00680940665969593,0.00013367468500178475,0.00034495002131969873,256,256,744,814,0.0021153716183774135
417,car,7.339669391512871,1,1,0,0,0.000848582253421574,0.00174799790448342,0.012489851412311494,8.996367039897611e-05,0.00046243442669739553,256,256,735,805,0.002596580157904994
418,car,9.804136119782925,1,1,0,0,0.0008728783677321135,0.0015118711183893688,0.013447028783715845,0.00011398947168140845,0.00021206304325232118,256,256,748,842,0.0023847494861214823
419,car,8.5050780326128,1,1,0,0,0.00041916876339293923,0.0014806602355126339,0.003970604045135976,0.00011943913712548961,0.00028329633305633955,256,256,790,811,0.0018998289989055732
420,car,6.516026332974434,1,1,0,0,0.0007118129397916804,0.0014810191299704926,0.011025351086205247,9.462649426616966e-05,0.00020837692881951425,256,256,707,784,0.002192832069762173
421,car,7.073068991303444,1,1,0,0,0.0025436469704806695,0.003100492443841265,0.039997502574189825,0.00019165068750505443,0.00037321500559261457,256,256,586,826,0.005644139414321934
422,car,8.111068978905678,1,1,0,0,0.0012654243425894002,0.0013902117600304677,0.01902010490823398,0.00016494076324539975,0.00025230528231822043,256,256,767,805,0.0026556361026198677
423,car,8.748036809265614,1,1,0,0,0.00027038598140633087,0.0014563208434123052,0.003162731026774471,8.105211620598046e-05,0.00018674248496658178,256,256,791,786,0.001726706824818636
424,car,8.049357682466507,1,1,0,0,0.0015766610640182105,0.002897167764700895,0.02365165109509505,0.00035422701804325996,0.0004618523897498448,256,256,732,804,0.0044738288287191055
425,car,8.097091689705849,1,1,0,0,0.00043661210120782664,0.0017398341198006395,0.005361055934244799,0.00014875114904903172,0.00040257017527814995,256,256,795,829,0.002176446221008466
426,car,8.642569184303284,1,1,0,0,0.0005610721539018259,0.001957770097728355,0.008057836068099504,0.0001577551641621603,0.0005217586031466825,256,256,768,802,0.002518842251630181
427,car,7.946694269776344,1,1,0,0,0.00038068459407554874,0.0012990385307160236,0.004798712810835099,0.00010989440162140988,0.00016754931889879053,256,256,801,834,0.0016797231247915724
428,car,7.345112971961498,1,1,0,0,0.0019998177129886734,0.002672033739051908,0.031657475247519676,0.00020671897956453175,0.0005693190630274023,256,256,625,787,0.0046718514520405815
429,car,7.008644752204418,1,1,0,0,0.0018239708362440038,0.0028198023857917594,0.02837150323869121,0.00024180795191519177,0.0003994203371671277,256,256,653,826,0.004643773222035763
430,car,8.314722217619419,1,1,0,0,0.0022135696235541145,0.002630471910104161,0.03503564297180317,0.0001797222155351145,0.00031659028103113744,256,256,622,795,0.004844041533658276
431,car,6.836194545030594,1,1,0,0,0.002369854720439293,0.0027863713680195685,0.037530446967871556,0.00025196295227843113,0.0003645837992225951,256,256,633,849,0.005156226088458862
432,car,8.077247068285942,1,1,0,0,0.00024550391579910457,0.0013641798496164688,0.002551792410370482,9.04167161949669e-05,0.0003103977959940151,256,256,738,805,0.0016096837654155734
433,car,7.5728027150034904,1,1,0,0,0.0006859043280545968,0.0014983647605281137,0.009793848085324366,0.00015663143892587217,0.0003843223017819838,256,256,729,788,0.0021842690885827106
434,car,8.029870688915253,1,1,0,0,0.004258698019442316,0.004699334532392994,0.06777380594582935,0.00036519601487883246,0.0007142153779078294,256,256,558,809,0.00895803255183531
435,car,5.601538345217705,1,1,0,0,0.001922625318474735,0.002307136665067899,0.028914255426023612,0.0003661801893200098,0.0004696601135700529,256,256,600,794,0.004229761983542634
436,car,7.378685753792524,1,1,0,0,0.000754748089071693,0.001688469409581761,0.011310579298309687,8.416484823612572e-05,0.00032389076057557547,256,256,724,837,0.002443217498653454
437,car,9.071328677237034,1,1,0,0,0.0006988384819097301,0.0018617466166340846,0.006766739707721939,0.000333577435949306,0.0003292305172966528,256,256,785,824,0.002560585098543815
438,car,9.812254458665848,1,1,0,0,0.002331268035046894,0.0030252817817382396,0.03562346530540956,0.0005095442130591402,0.00036715622087895184,256,256,720,835,0.005356549816785133
